protein_id,seq_hash,aro_name
PROT_001575,1154a5ac3f61,PDC-533
PROT_001576,3760dfbb5d82,mexY
PROT_001577,974b57a05fd5,OprN
PROT_001578,c7563fcd7ea2,MexB
PROT_001579,a5103c2cb5c2,OprN
PROT_001580,887aa24a7dfe,mexY
PROT_001581,362bdf008af6,MexA
PROT_001582,9bb080df1089,basS
PROT_001583,0c1c9ad73637,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001584,8f5477b25031,MexB
PROT_001585,ea4320b7f380,MexB
PROT_001586,c81a76617bf9,cprR
PROT_001587,e07bf7f4438b,MexF
PROT_001588,4453e2d914a7,arnA
PROT_001589,06fb6178c2bc,basS
PROT_001590,861660e6eb58,MexJ
PROT_001591,b3606c70d950,MexK
PROT_001592,3cfbe796d75b,MexA
PROT_001593,a95512b86b91,MexB
PROT_001594,29810113f2d7,MexT
PROT_001595,6210c6caec53,basS
PROT_001596,dfafc0a05af2,mexY
PROT_001597,ed7f50b26953,MexB
PROT_001598,21767b3437f5,MexT
PROT_001599,706e7fe30e7e,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001600,25d57d4d86f0,MexB
PROT_001601,2bcae9b78755,OprN
PROT_001602,610eddb0d39c,FosA
PROT_001603,ff507955719a,OXA-1270
PROT_001604,0b953ac1b860,MexI
PROT_001605,fd17384e80db,PDC-47
PROT_001606,340c5533fbbe,OprN
PROT_001607,368eedfca7b4,MexA
PROT_001608,32c88e1a4ad2,arnA
PROT_001609,d21de51646fc,MexB
PROT_001610,ff11bf010c98,MexF
PROT_001611,f26c8714b9f3,MexB
PROT_001612,76b57b2ec3d9,MexD
PROT_001613,ad7eb61ce19a,mexY
PROT_001614,8171cfcddc0f,MexI
PROT_001615,c791ee316ddb,basS
PROT_001616,4cc3b1d3272e,basS
PROT_001617,9b4c7c49df1b,MexH
PROT_001618,149ecee3e6bf,mexY
PROT_001619,1feb6fe43358,cprR
PROT_001620,efaf1f4d2c99,MexH
PROT_001621,205e64dfbf5f,OprJ
PROT_001622,399bf1047f12,OprN
PROT_001623,80434ce7e388,mexY
PROT_001624,d519fe4574be,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001625,0377a146d7d5,FosA
PROT_001626,3d57124faf86,MexB
PROT_001627,0a87cc0bff75,PDC-533
PROT_001628,52dfeae3df5d,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001629,c6914d27cbe6,OprN
PROT_001630,7065a56ba2c4,OprN
PROT_001631,86049458ba42,APH(3')-IIb
PROT_001632,57aef7399ea2,MexA
PROT_001633,f629500b172f,MexB
PROT_001634,7e498ca24ed0,OprN
PROT_001635,74d4d384eb9a,basS
PROT_001636,6ae5b412c2af,MexV
PROT_001637,19b96d00baeb,MexW
PROT_001638,3a17ddb77e5d,MexB
PROT_001639,6b265cd1965c,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001640,3abda77ade96,nalD
PROT_001641,12fb1d9102bd,basS
PROT_001642,0a9ccee4eb7e,MexK
PROT_001643,9be703721d96,basS
PROT_001644,4b6d9401f3b0,OXA-101
PROT_001645,e16c501be7d1,OprN
PROT_001646,bbd3720b188e,PDC-606
PROT_001647,bfe9f785c89a,OprN
PROT_001648,c14824c9832b,MexB
PROT_001649,ce4e3bb31fd9,MexW
PROT_001650,cdf8883c645e,OprN
PROT_001651,3357a11d6e16,arnA
PROT_001652,706970c960e1,Type B NfxB
PROT_001653,af61b28c3eaa,OprN
PROT_001654,84fe8e4a6f80,basS
PROT_001655,c6984d5afad9,OprN
PROT_001656,a89965596177,OprN
PROT_001657,e215daaac338,OXA-1289
PROT_001658,f7476d7ca244,OpmD
PROT_001659,c3bd33746334,MexI
PROT_001660,302dde5afb99,MexV
PROT_001661,426ced4399a8,OprJ
PROT_001662,4127d79871ab,MexC
PROT_001663,84c776457160,ArnT
PROT_001664,e5f60378aed0,arnA
PROT_001665,98d8782974bb,OprM
PROT_001666,d7e9d4f0d1bf,nalC
PROT_001667,672daca06948,OprN
PROT_001668,dbd405f09cb3,OprN
PROT_001669,9b6e9d218ebf,MexB
PROT_001670,ac15495ba6b6,OprN
PROT_001671,2a2fe332047e,OprN
PROT_001672,aa077f006ea4,APH(3')-IIb
PROT_001673,987fb34e75f3,PDC-129
PROT_001674,c42bcd41da11,Pseudomonas mutant PhoQ conferring resistance to colistin
PROT_001675,44fd5ef23cd0,OXA-50
PROT_001676,0956a7c91b94,mexY
PROT_001677,f576a16e6579,MexI
PROT_001678,26069461a12e,MexW
PROT_001679,b559943e1d57,basS
PROT_001680,cebf92b7e4ea,arnA
PROT_001681,fd8c7b27a222,OXA-50
PROT_001682,b3494278aa04,mexY
PROT_001683,1d076571ea47,Type B NfxB
PROT_001684,fc54bfa64716,OprN
PROT_001685,aa8ea5b3f0d3,basS
PROT_001686,37e5b20c9135,OpmH
PROT_001687,98b2b7c81565,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001688,e3df924a7db0,OprN
PROT_001689,0da0d56c26a5,MexK
PROT_001690,86e1639b04ff,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001691,80890d5f45da,MexZ
PROT_001692,1c15937751c7,mexY
PROT_001693,50f9342c7856,OprN
PROT_001694,7d4bf82e5bd1,MexB
PROT_001695,3226a1f427f9,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001696,b2671458ff55,OpmH
PROT_001697,e29f4075a69c,MexC
PROT_001698,0b16545a3398,OprJ
PROT_001699,d7a5b381cfd7,MexW
PROT_001700,909c8679542b,MexV
PROT_001701,60d301c54b22,APH(3')-IIb
PROT_001702,7a48fbd74ed0,nalC
PROT_001703,e9458e156e23,MexH
PROT_001704,c49ff0f16569,MexK
PROT_001705,c393d9ec2259,MexT
PROT_001706,596198ca27e4,ANT(2'')-Ia
PROT_001707,42e1b0a40543,OpmH
PROT_001708,38395bbc9c5d,MexS
PROT_001709,6a9a6cb0297f,MexG
PROT_001710,b2d94cb2a230,arnA
PROT_001711,7dc3c633422c,ArnT
PROT_001712,4e53aaf6f7f6,OXA-1140
PROT_001713,13ff07891d6b,basS
PROT_001714,4157d79ad54e,APH(3')-IIb
PROT_001715,975c847c444e,mexY
PROT_001716,e4da137019fd,MexZ
PROT_001717,1c2c46d5b15b,mexY
PROT_001718,5c05ba7c2b19,OpmD
PROT_001719,4065a60098ce,mexY
PROT_001720,0abd7c4e01b9,arnA
PROT_001721,5653ee6c97c8,PDC-432
PROT_001722,4c0a73926fe7,OXA-1131
PROT_001723,26bd6499272e,MexK
PROT_001724,677153c0fe5c,ArnT
PROT_001725,b119e8587800,arnA
PROT_001726,c4af772c9432,OprJ
PROT_001727,ba9ddf6fdf4d,MexC
PROT_001728,14f2338d6fbb,AAC(6')-31
PROT_001729,728d1034e393,PDC-11
PROT_001730,f04e54d8c8a8,AAC(6')-Ib10
PROT_001731,9f4f74edf446,MexZ
PROT_001732,edbd3dd9d6e6,nalD
PROT_001733,5604712ea25e,cprR
PROT_001734,2ca179fd9c60,mexY
PROT_001735,57daebdaa7e6,MexS
PROT_001736,ae80674e18d6,ArnT
PROT_001737,8d1898578c1d,MexC
PROT_001738,d95a8aa12bac,APH(3')-IIb
PROT_001739,98cf990e1005,OpmD
PROT_001740,60075c13d6a8,MexT
PROT_001741,bd9ca77709a2,OprN
PROT_001742,9decdc9221c9,MexE
PROT_001743,b3c0a3bd8bac,MexH
PROT_001744,5fcb154b3d58,MexC
PROT_001745,cbc0e7b645be,MexW
PROT_001746,421988cbe59e,OpmH
PROT_001747,e99bdd247984,PDC-127
PROT_001748,2dd18d522376,ArnT
PROT_001749,d0391dd8d57e,arnA
PROT_001750,48486008257b,MexZ
PROT_001751,f09e8657a6db,AAC(6')-I33
PROT_001752,38bc46fe275d,AAC(6')-Ib9
PROT_001753,66f0ed87eb7e,MexD
PROT_001754,7897f92496dc,AAC(6')-Ib10
PROT_001755,32f16b0e0526,OprN
PROT_001756,9f00a8ab3f2c,MexV
PROT_001757,7db9163a2758,arnA
PROT_001758,35b93ed45413,OpmH
PROT_001759,3cd164e28696,MexZ
PROT_001760,5820532322c0,APH(3')-Ib
PROT_001761,bb999cdb1ed9,ANT(2'')-Ia
PROT_001762,72a7bd898c51,MexD
PROT_001763,85062319efd9,mexY
PROT_001764,9933ca935e96,VIM-11
PROT_001765,5d12dd4bd46a,AAC(6')-IIa
PROT_001766,5077e6c50604,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001767,4874d4258fa2,MexS
PROT_001768,a5aee541f2b8,MexZ
PROT_001769,439873f860db,mexY
PROT_001770,bbc58d042be7,MexS
PROT_001771,95001d3a2e82,OpmB
PROT_001772,a7f98925d3ea,mexY
PROT_001773,bb6d4888857e,basS
PROT_001774,db96fc3ea0b7,OXA-1127
PROT_001775,a238f33fcab8,MexI
PROT_001776,335e9626add6,ArnT
PROT_001777,68c6a2f77f85,OpmD
PROT_001778,6bcb1843486d,cprR
PROT_001779,ee42b667a191,nalC
PROT_001780,6b76cd7b74fa,MexS
PROT_001781,acc91124b027,Type B NfxB
PROT_001782,76170f40dd61,MexD
PROT_001783,b067ac577a95,OXA-1276
PROT_001784,609f36efc92d,arnA
PROT_001785,e7f31f96880d,APH(3')-IIb
PROT_001786,c087b994b5f3,MexS
PROT_001787,8f4b54f83a61,OpmH
PROT_001788,d7ef54d26465,MexD
PROT_001789,065121187e18,MexW
PROT_001790,eb2d6654d203,MexV
PROT_001791,0ddc9589ebca,FosA
PROT_001792,c3c14ff063d0,OprN
PROT_001793,c3765e38014a,arnA
PROT_001794,cb1f23fc8230,PDC-620
PROT_001795,9416c167c221,OXA-1135
PROT_001796,b134f2200c43,Type B NfxB
PROT_001797,2e9297ad0503,MexZ
PROT_001798,ae8b269afd5e,nalC
PROT_001799,ebfa2a93948e,MexV
PROT_001800,5e276db52be3,OprJ
PROT_001801,f1045bfd86db,MexC
PROT_001802,d31d2efce387,basS
PROT_001803,8f4cc4fd483b,vanT gene in vanG cluster
PROT_001804,2d1d5a44ac74,OpmH
PROT_001805,a2145978ef91,ArnT
PROT_001806,2f4b10a7326f,OpmB
PROT_001807,35222ff5346e,FosA
PROT_001808,626a1b8d1f8c,MexJ
PROT_001809,fb38304f726e,MexK
PROT_001810,bc931332fa6c,ArnT
PROT_001811,eefed71b6547,arnA
PROT_001812,ff440ae926e0,MexE
PROT_001813,b58c20228a9d,FosA
PROT_001814,f0b50e6711a2,IMP-91
PROT_001815,301403999bfb,MexV
PROT_001816,9f2f825c05d9,MexW
PROT_001817,8034f073166f,basS
PROT_001818,37cff34b5d8d,vanT gene in vanG cluster
PROT_001819,1fc7f8a10444,nalC
PROT_001820,d615b86a3176,nalD
PROT_001821,516e0e2002cd,arnA
PROT_001822,2d0ed87a304d,MexD
PROT_001823,9a4e8a6cfe64,MexS
PROT_001824,2a0b2c96859c,OprM
PROT_001825,8ae19d25c33a,arnA
PROT_001826,9b295ff1ffdf,IMP-15
PROT_001827,b2e520e35596,MexF
PROT_001828,438ff99976b9,OpmD
PROT_001829,3ee0c4f5b6f2,nalD
PROT_001830,d6050e331386,AAC(6')-Iai
PROT_001831,57aeef48e1a4,MexA
PROT_001832,e3b808eaf518,basS
PROT_001833,0f806363e16e,mexY
PROT_001834,9381406591fc,PDC-52
PROT_001835,3a318e4c347d,basS
PROT_001836,5dad3d8992e6,MexZ
PROT_001837,267de9c577b3,basS
PROT_001838,415062334a19,MexS
PROT_001839,02c2a4b36c2f,MexB
PROT_001840,ad46749ff22c,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001841,8d115b1b3b64,OprN
PROT_001842,a4a4de9a3597,OprN
PROT_001843,942635c51672,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001844,1a444754e68e,MexS
PROT_001845,6eca4803694a,OpmD
PROT_001846,5f675edc357a,ArnT
PROT_001847,294c4912c4e7,ANT(2'')-Ia
PROT_001848,b3bb66f8f768,OpmH
PROT_001849,734702ad2efa,MexE
PROT_001850,f350da890a4b,OpmB
PROT_001851,c7d5741df5b8,MexW
PROT_001852,480693451b23,MexJ
PROT_001853,f73e899540c3,ArnT
PROT_001854,548c8f60a177,arnA
PROT_001855,c91bb0cdf5c6,mexY
PROT_001856,30728dfcf0cc,PDC-214
PROT_001857,6f1988ad52cb,APH(3')-IIb
PROT_001858,fb8cf24b2ff9,FosA8
PROT_001859,1c01d0e85ee3,OXA-1029
PROT_001860,afaca9c55477,OpmH
PROT_001861,f1af4e3175ea,vanT gene in vanG cluster
PROT_001862,6ceedd251a13,MexH
PROT_001863,dc7065b6296c,MexE
PROT_001864,828d1014a2e6,Type B NfxB
PROT_001865,0034afef98ee,MexI
PROT_001866,431b111f2eee,OpmH
PROT_001867,e87f4c4caccd,arnA
PROT_001868,ee3fd05ef38b,MexK
PROT_001869,4f3c47664f57,MexW
PROT_001870,b8ed34e08dd3,MexF
PROT_001871,15216f0abcc3,mexY
PROT_001872,fce67d0d3786,MexZ
PROT_001873,7c1e683b0a64,ArnT
PROT_001874,c9998b047afd,OprM
PROT_001875,84b81479cf87,MexD
PROT_001876,4a9d296ebfb8,mexY
PROT_001877,7761a8aedae8,OpmB
PROT_001878,de7c3ac87d22,cprR
PROT_001879,ab8a159ced28,MexH
PROT_001880,5198428a5046,FosA8
PROT_001881,841268a6dd88,MexG
PROT_001882,ef03267d54f4,MexB
PROT_001883,b3990d7d9254,MexE
PROT_001884,6450b6f3dfc3,ArnT
PROT_001885,b6ac5372a536,MexD
PROT_001886,ed3a495ccc47,MexR
PROT_001887,62c4020f565c,OprJ
PROT_001888,8be2835d18b5,MexT
PROT_001889,b1893bee001b,MexS
PROT_001890,b5fb9b98577f,AAC(6')-Ib9
PROT_001891,b6b522eb5a52,MexI
PROT_001892,c0bf8c32a5db,MexH
PROT_001893,9e6b8533285c,basS
PROT_001894,19852c3c86fc,MexB
PROT_001895,75c370547320,arnA
PROT_001896,2d29608cfcd1,MexV
PROT_001897,6e0f4f382c6b,mexY
PROT_001898,56a4794f8208,nalD
PROT_001899,e8c3d4407546,MexW
PROT_001900,a8f48e55c9ad,MexD
PROT_001901,db12e4900c88,ArnT
PROT_001902,96c7b6ffb07b,arnA
PROT_001903,257c1e155b2f,MexS
PROT_001904,dea52f6b63dd,mexY
PROT_001905,07f6b0d8ecea,OXA-1023
PROT_001906,3d1e437ae691,ArnT
PROT_001907,1af22f939279,MexA
PROT_001908,70d25cda4b21,MexD
PROT_001909,36856495cd6f,OprJ
PROT_001910,e3c6cc9b63f6,OpmD
PROT_001911,47927701df6b,basS
PROT_001912,968c3c82f400,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001913,c62739aa2e70,MexS
PROT_001914,39403cbfe726,MexT
PROT_001915,3e709b12f6fc,nalD
PROT_001916,f76a7aed9840,Type B NfxB
PROT_001917,ff39eb19742f,MexH
PROT_001918,3fd284a8ed38,MexI
PROT_001919,52f4577858de,OprN
PROT_001920,b5800635662a,MexZ
PROT_001921,5815ccd0471c,OpmD
PROT_001922,430d99e98170,OXA-50
PROT_001923,99135519af4b,MexS
PROT_001924,808f432bf435,basS
PROT_001925,73a4a7ff4e57,MexB
PROT_001926,1035ba5b9217,MexE
PROT_001927,fdb35a6808ff,MexZ
PROT_001928,68aa6a585a6a,basS
PROT_001929,86d5be483b25,mexY
PROT_001930,ae65e3ea3bcc,PDC-48
PROT_001931,b41ad1c63ffe,MexF
PROT_001932,4eeca891c60e,MexZ
PROT_001933,2f34b7be45f8,OpmH
PROT_001934,351325e465b4,OprJ
PROT_001935,24b46a3f91ee,arnA
PROT_001936,6889449a01b1,MexK
PROT_001937,d153e37983ef,OXA-50
PROT_001938,f0efa662cfd7,PDC-49
PROT_001939,d797fdadc1e2,basS
PROT_001940,d3bf962022b9,MexB
PROT_001941,4ac7009fca58,MexF
PROT_001942,866004bef604,MexE
PROT_001943,9218f5be2d17,cprR
PROT_001944,3685c32c71a8,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_001945,d523e0e22cb6,nalD
PROT_001946,87ef1ad72707,MexS
PROT_001947,15b11037d658,mexY
PROT_001948,a88a9cb4654d,MexB
PROT_001949,b541feca8639,PDC-50
PROT_001950,fb3abec722ac,basS
PROT_001951,f9f5bf7e6527,cprR
PROT_001952,cde89801cd78,nalC
PROT_001953,774e980a774c,MexS
PROT_001954,7effc3c35cc8,MexT
PROT_001955,5f70b1c8fa74,OprJ
PROT_001956,4fd02b84a5e0,mexY
PROT_001957,e598fdb78b5d,MexT
PROT_001958,9bc3bf91a8eb,MexK
PROT_001959,46d6a168001d,MexZ
PROT_001960,178957dc9806,PDC-53
PROT_001961,6d954f30862c,OprM
PROT_001962,f1a5ce2dea41,MexB
PROT_001963,037a1ef0b6c2,MexE
PROT_001964,92c561d9ca6b,basS
PROT_001965,7bc2be9eeb3e,MexT
PROT_001966,c7ef6357833e,MexZ
PROT_001967,4fb155e6efdd,MexC
PROT_001968,e50ef2c00c7d,MexB
PROT_001969,e7cb4c191dc1,MexH
PROT_001970,1c1fdc9f4c3f,Type B NfxB
PROT_001971,5a31b92cd597,PDC-72
PROT_001972,ec3c4467b754,ArnT
PROT_001973,bec8c0516628,MexK
PROT_001974,9b36850597e0,OprM
PROT_001975,42b709e0e259,MexW
PROT_001976,83556cf7ca39,mexY
PROT_001977,1315cf5d8c94,MexF
PROT_001978,e70622e8887a,MexK
PROT_001979,92324d054833,MexZ
PROT_001980,3587e7a165a4,MexS
PROT_001981,6011abedb375,MexH
PROT_001982,2697273cd74b,mexY
PROT_001983,a43875783d9f,MexR
PROT_001984,3e4a43dfcd18,basS
PROT_001985,82f5b4137ced,mexY
PROT_001986,6410b6bf568d,MexA
PROT_001987,f1c391331d05,OprN
PROT_001988,90dcfbd3a60f,MexZ
PROT_001989,6e3d108c86d4,PDC-240
PROT_001990,bafc9d93392e,MexF
PROT_001991,44d9e67e3cb5,nalD
PROT_001992,7d2fcd1f2433,MexE
PROT_001993,96ff963afa13,arnA
PROT_001994,901fd079da2c,ArnT
PROT_001995,45afb65c6a71,OpmD
PROT_001996,c5dca67d9fae,MexI
PROT_001997,eaf77933448a,basS
PROT_001998,55104dfb6fbb,mexY
PROT_001999,c7aaf7ffbf12,MexB
PROT_002000,4c94459457c0,MexC
PROT_002001,cb2f4cbec6fe,MexD
PROT_002002,809950c3ef1f,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_002003,c498f2f78a60,MexS
PROT_002004,d03ae24318c5,mexY
PROT_002005,cd27d95e46ba,MexW
PROT_002006,99dc75a12e81,MexD
PROT_002007,04393daf82d2,MexC
PROT_002008,0f3706d31d12,MexI
PROT_002009,6d3a254d3098,MexK
PROT_002010,40864a565afb,MexE
PROT_002011,fdfe7122184b,MexF
PROT_002012,14e8771e86fa,MexA
PROT_002013,e297b759864e,MexZ
PROT_002014,3a60e5a7323e,MexI
PROT_002015,412738874ef8,OpmH
PROT_002016,fa9e7f45d5dd,ArnT
PROT_002017,f4aed859ba3c,OprN
PROT_002018,d48411a38acd,basS
PROT_002019,3bc8ee150950,MexI
PROT_002020,fbf06488323c,cprR
PROT_002021,cd4b8172c0ad,mexY
PROT_002022,233c45baac27,ArnT
PROT_002023,f8d4815e422b,MexW
PROT_002024,da389a866f6b,MexC
PROT_002025,7d0f9bb12aa6,MexK
PROT_002026,590e76a2f8e8,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_002027,9c1b60fcc245,mexY
PROT_002028,5d2073e58b87,MexI
PROT_002029,2fa013408780,MexH
PROT_002030,396470a7a16c,MexB
PROT_002031,82c56560894e,PDC-6
PROT_002032,4b74c8c3079e,MexK
PROT_002033,1e253ed592aa,MexZ
PROT_002034,a814db697ff0,OpmH
PROT_002035,b61bd58737e0,MexW
PROT_002036,c9871955a326,MexE
PROT_002037,db619cc4839d,OprN
PROT_002038,39a47730fb50,OpmB
PROT_002039,d6bc07d56ec9,OXA-1294
PROT_002040,c8e7a8b1e2a6,cprR
PROT_002041,66858c6d5fd7,PDC-41
PROT_002042,88d975f87722,MexH
PROT_002043,ece42e934d82,MexI
PROT_002044,fe530dd7c159,mexY
PROT_002045,103b240943a2,MexK
PROT_002046,bbae073c69b9,MexS
PROT_002047,1bef754fc800,OpmD
PROT_002048,2e73774058ef,MexH
PROT_002049,fa378f60a002,MexR
PROT_002050,fb887cdf9917,aphA15
PROT_002051,01ec3c3b1d05,OprJ
PROT_002052,20d51d17e028,arnA
PROT_002053,d3c28ede418b,MexR
PROT_002054,53aa0449f3bf,ArnT
PROT_002055,6c4269a201af,basS
PROT_002056,1799ccd98ce1,MexD
PROT_002057,1924d8b93cbf,MexC
PROT_002058,b77d93272326,Type B NfxB
PROT_002059,0d12ae1768a1,MexC
PROT_002060,3c48ceeb421f,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_002061,c172a54085c3,MexB
PROT_002062,f5b70dcf3968,MexZ
PROT_002063,256a4556e8c6,MexK
PROT_002064,494f72a3adda,MexZ
PROT_002065,bac647db01cf,arnA
PROT_002066,f3a362828287,MexJ
PROT_002067,6d1abad00860,MexV
PROT_002068,5776ddc41f90,MexH
PROT_002069,0eb293a74cb9,PDC-51
PROT_002070,7977d1825062,MexA
PROT_002071,bb5fa3d7fdb9,MexB
PROT_002072,2f965a240ed1,OpmB
PROT_002073,e7ae9a691584,OprN
PROT_002074,4cf49652d476,MexF
PROT_002075,a7873c1b9c23,basS
PROT_002076,107eb022c56f,MexZ
PROT_002077,a0bab735b1a9,mexY
PROT_002078,1dc54269aeff,MexW
PROT_002079,0fc6d0bbee72,OprM
PROT_002080,7beee2fed339,MexA
PROT_002081,16395ca7549a,APH(3')-IIb
PROT_002082,d7cf523d38d6,MexK
PROT_002083,20f2957e9784,cprR
PROT_002084,6fa4b5f9462d,MexH
PROT_002085,6b08ce43f6d2,MexW
PROT_002086,86882455c859,OprJ
PROT_002087,e24f86c23c50,MexD
PROT_002088,fc094b80b3ed,basS
PROT_002089,95dee0f06358,MexS
PROT_002090,b56653dafa0e,MexZ
PROT_002091,69a712b01be0,mexY
PROT_002092,bbb04c68726b,MexJ
PROT_002093,681c11ea4bb0,OpmD
PROT_002094,7c2064621fbf,MexI
PROT_002095,776e5d337300,mexY
PROT_002096,f60f02575f3f,MexW
PROT_002097,cab4efcffee8,Type B NfxB
PROT_002098,dd4e11e38ef3,MexS
PROT_002099,1bf11a5423d5,OprJ
PROT_002100,63fb8c4d8829,MexD
PROT_002101,a077911c37c2,MexC
PROT_002102,80d68592764a,MexJ
PROT_002103,2722ab048a33,ArnT
PROT_002104,68f3ab5bcc19,MexI
PROT_002105,4f06092df17d,MexH
PROT_002106,e039247b7f06,APH(3')-IIb
PROT_002107,ec557d10cec9,PDC-63
PROT_002108,52c127475cb2,FosA
PROT_002109,f082ee66f54d,MexV
PROT_002110,c8097915ce1f,basS
PROT_002111,629721341875,mexY
PROT_002112,c042e069d74b,MexK
PROT_002113,263a6deb0887,MexI
PROT_002114,48867f8faa13,MexH
PROT_002115,997f2e51d570,MexS
PROT_002116,e4d440cf1d63,MexD
PROT_002117,74300e34ba58,MexA
PROT_002118,380046c6ea35,MexZ
PROT_002119,ca223f86ca06,OpmD
PROT_002120,d2621425aed9,ArnT
PROT_002121,df8e65ffcf47,MexR
PROT_002122,96be436c5a56,OpmH
PROT_002123,f1dfa841dc74,MexW
PROT_002124,6227767d1703,MexD
PROT_002125,26ffe8afdf11,MexC
PROT_002126,4e2cafdf2f3b,MexH
PROT_002127,532c63e22d57,MexE
PROT_002128,84a88323cf54,ArnT
PROT_002129,8302b771c4be,MexJ
PROT_002130,ea8076ced06a,OXA-677
PROT_002131,79ccfa422621,FosA
PROT_002132,3ba518cd6ac8,vanT gene in vanG cluster
PROT_002133,783b496e6fa2,OpmH
PROT_002134,38eae6749bf9,ArnT
PROT_002135,91ca90fe0c9d,OXA-1269
PROT_002136,3004be8c0299,MexZ
PROT_002137,866f8870f667,MexD
PROT_002138,fb7a161fe9ac,OprJ
PROT_002139,0952fef03f65,mexY
PROT_002140,8222ffb4da4a,MexT
PROT_002141,4d04b5008409,MexK
PROT_002142,e1b748ed9b70,OprN
PROT_002143,ab94d96d6462,nalD
PROT_002144,60de1c77ec5f,OpmH
PROT_002145,bda74a088f35,MexC
PROT_002146,e1976a5b7528,ArnT
PROT_002147,fe56606d43f6,MexZ
PROT_002148,d32fe95a9ca6,MexC
PROT_002149,2c3af104de9b,MexD
PROT_002150,a6e35f06186f,OpmH
PROT_002151,5855b51405c1,vanT gene in vanG cluster
PROT_002152,0f6dff0fd889,basS
PROT_002153,b589f70d9d01,ArnT
PROT_002154,33551e6f287a,APH(3')-IIb
PROT_002155,0bea93efe500,MexG
PROT_002156,2480671b0b39,OpmD
PROT_002157,247e6ab67716,nalD
PROT_002158,ff4381dbfed6,MexZ
PROT_002159,72e6238983a4,MexD
PROT_002160,5c4d39eb2914,OprN
PROT_002161,4861ca010d7b,PDC-67
PROT_002162,f5f3407b6c9e,MexZ
PROT_002163,62ae4bd149c9,mexY
PROT_002164,0fbe64f3fde8,OprN
PROT_002165,26d19013dbc3,MexC
PROT_002166,850cb8adf83c,MexD
PROT_002167,4c2890e74ae7,vanT gene in vanG cluster
PROT_002168,9c02461862fa,ArnT
PROT_002169,5e0a0f64fe75,Type B NfxB
PROT_002170,3c30367a5a21,MexV
PROT_002171,d4d0dc149d46,APH(3')-VIa
PROT_002172,d5af87c39acd,MexI
PROT_002173,daac84c8696d,MexG
PROT_002174,a2264f0565db,mexY
PROT_002175,c31e5e23bd2b,MexJ
PROT_002176,3d67b5f1849e,arnA
PROT_002177,5a6a3e07ac72,MexB
PROT_002178,c907b0b4df36,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_002179,bdf53bc3e916,FosA
PROT_002180,ea022fb78798,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_002181,e2a2ac6dc4ed,MexZ
PROT_002182,fd3167a1c903,MexH
PROT_002183,8c0d927370d4,MexW
PROT_002184,03820f8a6583,OprN
PROT_002185,ebee801840cb,MexE
PROT_002186,184e30be528a,mexY
PROT_002187,ac4d40445d38,MexJ
PROT_002188,aa5990230b0e,MexA
PROT_002189,5fa3986f3b3d,MexT
PROT_002190,9670b1129433,MexS
PROT_002191,2bbe2458acfd,ANT(2'')-Ia
PROT_002192,332b998fee34,mexY
PROT_002193,f51b062400c5,MexD
PROT_002194,b9cd87532a94,MexW
PROT_002195,587c1dbb9fb3,MexA
PROT_002196,ea22c7e262d6,MexB
PROT_002197,65c0b2758bd5,PDC-19a
PROT_002198,c18ba2dbb9f0,APH(3')-IIb
PROT_002199,44ea738de1ed,MexH
PROT_002200,d4fab5563f0f,APH(3')-Ia
PROT_002201,674fab47f84f,MexF
PROT_002202,04ab8d6b16c8,arnA
PROT_002203,1ad1d240a17f,ArnT
PROT_002204,5adca3337666,MexK
PROT_002205,2020ca6d500f,MexZ
PROT_002206,f178a1a807f4,MexT
PROT_002207,a3a4d4337978,MexS
PROT_002208,27eea2a66902,MexB
PROT_002209,4c61c3275855,PDC-8
PROT_002210,1fa8ed93413e,APH(3')-IIb
PROT_002211,4a6351dbffb9,MexE
PROT_002212,3322b5240edf,MexF
PROT_002213,0ef058ba9a5a,MexI
PROT_002214,ca8ee35a2422,MexH
PROT_002215,5207ee2c7050,arnA
PROT_002216,630f41db70e8,mexY
PROT_002217,537c955b01d1,OpmH
PROT_002218,4328e86af35a,MexE
PROT_002219,ac67e2205c15,MexB
PROT_002220,2d449956d77c,MexJ
